timestamp,cone_type,rel_x_sensor,rel_y_sensor,confidence,label
53.6,left,-10.918,1.34,0.93,real
53.6,left,-15.752,-1.262,0.96,real
53.6,right,-13.433,-9.268,0.9,real
53.6,right,-3.327,-3.514,0.77,real
53.6,right,-7.156,-4.592,0.84,real
53.6,right,-10.675,-6.205,0.96,real
53.7,left,-18.708,-4.603,0.96,real
53.7,left,-21.393,-9.039,0.86,real
53.7,left,-5.415,2.901,0.89,real
53.7,left,-10.795,1.539,0.84,real
53.7,left,-15.121,-0.873,0.93,real
53.7,right,-13.565,-8.485,0.85,real
53.7,right,-3.082,-3.486,0.93,real
53.7,right,-7.301,-4.448,0.77,real
53.7,right,-10.889,-6.198,0.78,real
53.8,left,-18.384,-4.108,0.81,real
53.8,left,-21.137,-8.686,0.92,real
53.8,left,-4.917,2.844,0.84,real
53.8,left,-10.271,1.604,0.94,real
53.8,left,-14.884,-1.079,0.82,real
53.8,right,-13.55,-8.914,0.83,real
53.8,right,-15.044,-12.08,0.92,real
53.8,right,-2.387,-3.41,0.91,real
53.8,right,-6.581,-4.564,0.9,real
53.8,right,-10.011,-6.389,0.97,real
53.9,left,-18.245,-3.915,0.82,real
53.9,left,-20.949,-8.355,0.79,real
53.9,left,-4.809,2.822,0.95,real
53.9,left,-9.846,1.61,0.99,real
53.9,left,-14.673,-0.611,0.83,real
53.9,right,-12.786,-8.585,0.96,real
53.9,right,-14.903,-12.024,0.84,real
53.9,right,-2.268,-3.395,0.85,real
53.9,right,-6.858,-4.302,0.89,real
53.9,right,-10.125,-6.238,0.99,real
54.0,left,-17.498,-4.03,0.83,real
54.0,left,-20.681,-7.949,0.86,real
54.0,left,-4.497,3.067,0.97,real
54.0,left,-9.654,1.98,0.89,real
54.0,left,-14.382,-0.632,0.8,real
54.0,right,-12.969,-8.769,0.93,real
54.0,right,-14.696,-11.856,0.87,real
54.0,right,-2.316,-3.725,0.83,real
54.0,right,-6.363,-4.666,0.87,real
54.0,right,-9.856,-5.841,0.96,real
54.1,left,-17.627,-3.735,0.81,real
54.1,left,-20.359,-7.809,0.97,real
54.1,left,-4.014,3.259,0.82,real
54.1,left,-9.286,1.847,0.99,real
54.1,left,-14.036,-0.292,0.75,real
54.1,right,-12.19,-8.551,0.94,real
54.1,right,-14.679,-11.453,0.85,real
54.1,right,-1.724,-3.531,0.84,real
54.1,right,-5.875,-4.262,0.9,real
54.1,right,-9.719,-5.97,0.91,real
54.2,left,-17.249,-3.368,0.84,real
54.2,left,-20.361,-7.667,0.9,real
54.2,left,-3.555,3.403,0.88,real
54.2,left,-8.817,2.141,0.83,real
54.2,left,-13.523,-0.211,0.94,real
54.2,right,-12.116,-8.22,0.8,real
54.2,right,-14.248,-11.503,0.78,real
54.2,right,-1.205,-3.306,0.84,real
54.2,right,-5.634,-3.936,0.86,real
54.2,right,-9.182,-5.79,0.83,real
54.3,left,-17.067,-3.368,0.87,real
54.3,left,-20.169,-7.218,0.83,real
54.3,left,-3.66,3.188,0.88,real
54.3,left,-8.928,2.416,0.92,real
54.3,left,-13.216,-0.203,0.82,real
54.3,right,-12.169,-7.967,0.73,real
54.3,right,-14.262,-11.227,0.89,real
54.3,right,-1.321,-3.633,0.88,real
54.3,right,-5.602,-4.416,0.82,real
54.3,right,-8.899,-5.787,0.75,real
54.4,left,-16.696,-3.328,0.99,real
54.4,left,-20.021,-7.389,0.94,real
54.4,left,-21.735,-12.02,0.95,real
54.4,left,-2.806,3.382,0.99,real
54.4,left,-8.235,1.809,0.89,real
54.4,left,-13.178,0.182,0.87,real
54.4,right,-11.847,-7.928,0.81,real
54.4,right,-13.691,-11.406,0.83,real
54.4,right,-0.972,-3.619,0.99,real
54.4,right,-5.02,-4.076,0.99,real
54.4,right,-8.931,-5.825,0.91,real
54.5,left,-16.647,-2.949,0.91,real
54.5,left,-19.273,-7.004,0.87,real
54.5,left,-21.381,-11.874,0.86,real
54.5,left,-2.886,3.298,0.89,real
54.5,left,-7.749,2.085,0.89,real
54.5,left,-12.796,0.165,0.92,real
54.5,right,-11.601,-8.004,0.98,real
54.5,right,-13.877,-10.634,0.87,real
54.5,right,-0.725,-3.447,0.91,real
54.5,right,-4.888,-4.248,0.88,real
54.5,right,-8.514,-5.453,0.88,real
54.6,left,-16.412,-2.461,0.81,real
54.6,left,-19.469,-6.528,0.93,real
54.6,left,-21.72,-11.403,0.82,real
54.6,left,-2.373,3.404,0.77,real
54.6,left,-7.623,2.605,0.81,real
54.6,left,-12.503,0.669,0.88,real
54.6,right,-11.408,-7.866,0.84,real
54.6,right,-13.678,-10.533,0.84,real
54.6,right,-0.191,-3.525,0.86,real
54.6,right,-4.725,-4.128,0.89,real
54.6,right,-8.262,-5.283,0.96,real
54.7,left,-15.808,-2.44,0.83,real
54.7,left,-19.095,-6.518,0.89,real
54.7,left,-21.311,-11.057,0.89,real
54.7,left,-1.462,3.287,0.81,real
54.7,left,-7.321,2.058,0.93,real
54.7,left,-12.392,0.731,0.87,real
54.7,right,-11.173,-7.327,0.9,real
54.7,right,-13.266,-10.366,0.83,real
54.7,right,0.057,-3.196,0.87,real
54.7,right,-4.678,-3.738,0.82,real
54.7,right,-8.097,-5.407,0.99,real
54.8,left,-15.863,-2.339,0.87,real
54.8,left,-18.718,-6.387,0.89,real
54.8,left,-20.898,-11.006,0.78,real
54.8,left,-1.657,3.63,0.9,real
54.8,left,-6.924,2.499,0.84,real
54.8,left,-11.738,0.818,0.91,real
54.8,right,-10.895,-7.322,0.9,real
54.8,right,-12.9,-10.306,0.87,real
54.8,right,-4.489,-3.751,0.81,real
54.8,right,-8.008,-4.904,0.92,real
54.9,left,-15.728,-2.47,0.94,real
54.9,left,-18.716,-5.999,0.89,real
54.9,left,-20.61,-11.185,0.91,real
54.9,left,-1.341,3.695,0.94,real
54.9,left,-6.726,2.452,0.87,real
54.9,left,-11.829,0.696,0.88,real
54.9,right,-10.756,-7.133,0.85,real
54.9,right,-13.004,-9.714,0.92,real
54.9,right,-4.0,-3.692,0.95,real
54.9,right,-7.67,-5.281,0.82,real
55.0,left,-15.459,-1.612,0.88,real
55.0,left,-18.61,-6.072,0.8,real
55.0,left,-20.445,-10.749,0.78,real
55.0,left,-0.727,3.291,0.8,real
55.0,left,-6.119,3.011,0.89,real
55.0,left,-10.976,0.822,0.81,real
55.0,right,-10.384,-7.539,0.82,real
55.0,right,-13.268,-10.115,0.88,real
55.0,right,-3.277,-3.567,0.87,real
55.0,right,-7.66,-4.664,0.83,real
55.1,left,-15.102,-1.737,0.9,real
55.1,left,-18.209,-5.432,0.86,real
55.1,left,-20.383,-10.08,0.87,real
55.1,left,-0.487,3.313,0.95,real
55.1,left,-5.972,2.816,0.82,real
55.1,left,-11.137,1.335,0.93,real
55.1,right,-10.336,-7.159,0.99,real
55.1,right,-12.703,-10.0,0.91,real
55.1,right,-3.438,-3.558,0.97,real
55.1,right,-7.015,-4.614,0.96,real
55.2,left,-14.54,-1.542,0.91,real
55.2,left,-18.037,-5.323,0.9,real
55.2,left,-20.489,-10.177,0.97,real
55.2,left,-0.086,3.503,0.88,real
55.2,left,-5.892,2.918,0.75,real
55.2,left,-10.023,1.048,0.88,real
55.2,right,-10.345,-7.252,0.81,real
55.2,right,-12.639,-9.828,0.82,real
55.2,right,-2.978,-3.641,0.93,real
55.2,right,-6.729,-5.05,0.9,real
55.3,left,-14.085,-1.212,0.9,real
55.3,left,-17.765,-4.715,0.99,real
55.3,left,-20.216,-9.921,0.82,real
55.3,left,-5.084,2.852,0.83,real
55.3,left,-10.376,1.191,0.87,real
55.3,right,-10.037,-6.72,0.85,real
55.3,right,-12.035,-9.426,0.99,real
55.3,right,-2.835,-3.487,0.79,real
55.3,right,-6.647,-4.578,0.82,real
55.4,left,-14.042,-0.99,0.95,real
55.4,left,-17.471,-5.455,0.86,real
55.4,left,-19.994,-9.527,0.92,real
55.4,left,-4.931,2.927,0.85,real
55.4,left,-9.783,1.26,0.93,real
55.4,right,-9.601,-6.681,0.89,real
55.4,right,-11.794,-9.193,0.83,real
55.4,right,-2.422,-3.631,0.78,real
55.4,right,-6.001,-4.428,0.85,real
55.5,left,-13.814,-1.277,0.92,real
55.5,left,-17.204,-4.743,0.9,real
55.5,left,-20.007,-9.341,0.88,real
55.5,left,-4.666,3.311,0.88,real
55.5,left,-9.284,1.365,0.86,real
55.5,right,-9.426,-6.287,0.99,real
55.5,right,-11.745,-9.368,0.96,real
55.5,right,-2.132,-3.558,0.87,real
55.5,right,-6.189,-4.139,0.81,real
55.6,left,-13.581,-1.129,0.99,real
55.6,left,-16.955,-4.746,0.99,real
55.6,left,-19.373,-8.989,0.81,real
55.6,left,-4.244,3.355,0.85,real
55.6,left,-8.876,1.664,0.88,real
55.6,right,-8.788,-6.424,0.83,real
55.6,right,-11.699,-9.013,0.97,real
55.6,right,-1.977,-3.325,0.74,real
55.6,right,-5.781,-4.748,0.88,real
55.7,left,-12.783,-0.91,0.9,real
55.7,left,-16.509,-4.242,0.79,real
55.7,left,-19.0,-8.7,0.94,real
55.7,left,-3.917,3.366,0.93,real
55.7,left,-8.922,1.968,0.99,real
55.7,right,-8.618,-6.483,0.83,real
55.7,right,-11.537,-9.15,0.82,real
55.7,right,-1.636,-3.433,0.98,real
55.7,right,-5.739,-4.458,0.92,real
55.8,left,-12.821,-0.514,0.88,real
55.8,left,-16.643,-4.012,0.82,real
55.8,left,-19.224,-8.837,0.85,real
55.8,left,-3.485,2.876,0.81,real
55.8,left,-8.494,2.328,0.88,real
55.8,right,-8.76,-5.91,0.85,real
55.8,right,-11.565,-9.358,0.95,real
55.8,right,-1.551,-3.751,0.87,real
55.8,right,-5.459,-4.407,0.99,real
55.9,left,-12.502,-0.597,0.91,real
55.9,left,-16.471,-4.083,0.93,real
55.9,left,-18.958,-8.262,0.96,real
55.9,left,-3.414,3.26,0.98,real
55.9,left,-8.138,2.158,0.92,real
55.9,right,-8.405,-6.087,0.91,real
55.9,right,-11.297,-8.634,0.79,real
55.9,right,-1.181,-3.941,0.96,real
55.9,right,-5.38,-4.034,0.93,real
56.0,left,-12.322,-0.352,0.72,real
56.0,left,-16.053,-3.623,0.85,real
56.0,left,-18.764,-8.056,0.76,real
56.0,left,-2.768,3.267,0.85,real
56.0,left,-7.778,1.826,0.94,real
56.0,right,-8.15,-6.076,0.94,real
56.0,right,-11.378,-8.491,0.73,real
56.0,right,-12.624,-11.667,0.9,real
56.0,right,-0.435,-3.546,0.93,real
56.0,right,-4.623,-4.182,0.95,real
56.1,left,-12.548,0.028,0.93,real
56.1,left,-15.488,-3.624,0.95,real
56.1,left,-18.68,-7.822,0.84,real
56.1,left,-2.615,3.084,0.9,real
56.1,left,-7.287,1.686,0.97,real
56.1,right,-8.082,-6.085,0.95,real
56.1,right,-10.687,-8.429,0.81,real
56.1,right,-12.761,-11.726,0.95,real
56.1,right,-0.797,-3.617,0.88,real
56.1,right,-5.077,-4.124,0.84,real
56.2,left,-11.586,-0.261,0.85,real
56.2,left,-15.772,-3.396,0.81,real
56.2,left,-18.232,-7.598,0.91,real
56.2,left,-1.584,3.333,0.87,real
56.2,left,-7.099,2.337,0.87,real
56.2,right,-7.91,-5.582,0.83,real
56.2,right,-10.927,-8.165,0.99,real
56.2,right,-12.846,-11.699,0.92,real
56.2,right,-0.478,-3.431,0.95,real
56.2,right,-4.516,-4.229,0.86,real
56.3,left,-11.481,0.111,0.91,real
56.3,left,-15.215,-3.047,0.94,real
56.3,left,-18.153,-7.19,0.74,real
56.3,left,-2.07,3.484,0.92,real
56.3,left,-6.801,2.285,0.91,real
56.3,right,-7.427,-5.938,0.9,real
56.3,right,-10.553,-8.158,0.83,real
56.3,right,-12.513,-11.816,0.8,real
56.3,right,-0.187,-3.643,0.78,real
56.3,right,-3.963,-3.964,0.86,real
56.4,left,-11.01,0.517,0.99,real
56.4,left,-14.978,-2.75,0.94,real
56.4,left,-17.89,-6.95,0.83,real
56.4,left,-1.577,3.384,0.97,real
56.4,left,-6.541,2.334,0.93,real
56.4,right,-7.237,-5.542,0.83,real
56.4,right,-10.224,-7.781,0.83,real
56.4,right,-12.459,-11.231,0.93,real
56.4,right,-0.242,-3.105,0.82,real
56.4,right,-3.932,-3.956,0.9,real
56.5,left,-11.133,0.211,0.84,real
56.5,left,-14.184,-2.563,0.97,real
56.5,left,-17.797,-6.733,0.99,real
56.5,left,-19.968,-11.752,0.86,real
56.5,left,-1.159,3.359,0.98,real
56.5,left,-6.371,2.378,0.84,real
56.5,right,-7.345,-5.074,0.8,real
56.5,right,-10.052,-7.966,0.9,real
56.5,right,-12.234,-10.903,0.93,real
56.5,right,-3.225,-3.934,0.84,real
56.6,left,-10.627,0.628,0.91,real
56.6,left,-14.419,-2.321,0.86,real
56.6,left,-17.513,-7.149,0.94,real
56.6,left,-19.818,-11.296,0.86,real
56.6,left,-0.755,3.348,0.99,real
56.6,left,-5.737,2.788,0.85,real
56.6,right,-6.65,-5.393,0.88,real
56.6,right,-9.933,-7.791,0.86,real
56.6,right,-11.864,-11.068,0.83,real
56.6,right,-3.266,-4.016,0.85,real
56.7,left,-10.089,0.936,0.84,real
56.7,left,-14.004,-2.478,0.94,real
56.7,left,-17.197,-5.845,0.89,real
56.7,left,-19.578,-11.36,0.84,real
56.7,left,-0.552,3.381,0.75,real
56.7,left,-5.645,2.972,0.89,real
56.7,right,-6.855,-5.177,0.94,real
56.7,right,-9.865,-7.831,0.76,real
56.7,right,-12.095,-10.97,0.91,real
56.7,right,-3.218,-3.949,0.92,real
56.8,left,-10.311,0.86,0.87,real
56.8,left,-13.778,-2.011,0.96,real
56.8,left,-17.441,-5.928,0.83,real
56.8,left,-19.807,-11.008,0.86,real
56.8,left,-0.098,3.472,0.95,real
56.8,left,-5.321,2.749,0.93,real
56.8,right,-6.396,-5.048,0.95,real
56.8,right,-9.969,-7.591,0.99,real
56.8,right,-12.154,-10.615,0.93,real
56.8,right,-3.432,-3.674,0.94,real
56.9,left,-9.486,0.918,0.83,real
56.9,left,-13.729,-1.785,0.94,real
56.9,left,-16.969,-5.706,0.8,real
56.9,left,-19.446,-10.743,0.89,real
56.9,left,-5.081,3.011,0.99,real
56.9,right,-6.35,-5.348,0.8,real
56.9,right,-9.245,-7.06,0.72,real
56.9,right,-11.628,-10.379,0.81,real
56.9,right,-2.975,-3.864,0.84,real
57.0,left,-9.183,1.041,0.8,real
57.0,left,-13.416,-1.38,0.92,real
57.0,left,-16.78,-5.467,0.92,real
57.0,left,-19.248,-10.546,0.84,real
57.0,left,-4.167,2.663,0.97,real
57.0,right,-6.263,-5.124,0.87,real
57.0,right,-9.393,-7.368,0.89,real
57.0,right,-11.732,-10.26,0.99,real
57.0,right,-2.108,-4.002,0.79,real
57.1,left,-8.776,1.074,0.97,real
57.1,left,-13.139,-1.344,0.88,real
57.1,left,-16.854,-5.29,0.71,real
57.1,left,-19.21,-10.387,0.87,real
57.1,left,-4.459,3.028,0.77,real
57.1,right,-6.121,-4.75,0.99,real
57.1,right,-9.007,-7.076,0.86,real
57.1,right,-11.391,-10.104,0.88,real
57.1,right,-2.348,-3.527,0.73,real
57.2,left,-8.67,1.583,0.87,real
57.2,left,-12.436,-0.962,0.83,real
57.2,left,-16.526,-5.369,0.88,real
57.2,left,-19.122,-10.045,0.99,real
57.2,left,-4.076,2.961,0.95,real
57.2,right,-5.8,-4.724,0.87,real
57.2,right,-8.803,-6.595,0.8,real
57.2,right,-11.615,-9.961,0.75,real
57.2,right,-1.874,-3.747,0.9,real
57.3,left,-8.378,1.651,0.9,real
57.3,left,-12.836,-1.32,0.85,real
57.3,left,-16.24,-4.852,0.9,real
57.3,left,-18.77,-9.715,0.87,real
57.3,left,-3.6,3.225,0.77,real
57.3,right,-5.684,-4.526,0.96,real
57.3,right,-8.53,-6.983,0.86,real
57.3,right,-11.164,-9.942,0.92,real
57.3,right,-1.687,-3.537,0.84,real
57.4,left,-8.328,1.496,0.82,real
57.4,left,-12.469,-0.501,0.78,real
57.4,left,-16.1,-4.246,0.9,real
57.4,left,-18.943,-9.363,0.8,real
57.4,left,-3.578,3.085,0.89,real
57.4,right,-5.222,-4.87,0.92,real
57.4,right,-8.146,-6.547,0.81,real
57.4,right,-11.061,-9.434,0.79,real
57.4,right,-1.701,-3.522,0.94,real
57.5,left,-8.196,1.916,0.9,real
57.5,left,-12.293,-0.462,0.96,real
57.5,left,-15.89,-4.522,0.92,real
57.5,left,-18.78,-9.129,0.75,real
57.5,left,-2.952,3.061,0.9,real
57.5,right,-5.157,-4.43,0.91,real
57.5,right,-8.047,-6.581,0.9,real
57.5,right,-10.819,-9.501,0.86,real
57.5,right,-1.4,-3.566,0.8,real
57.6,left,-7.722,2.045,0.89,real
57.6,left,-11.891,-0.717,0.9,real
57.6,left,-15.903,-4.143,0.94,real
57.6,left,-18.555,-8.784,0.75,real
57.6,left,-2.665,3.345,0.94,real
57.6,right,-5.313,-4.694,0.95,real
57.6,right,-7.972,-6.327,0.91,real
57.6,right,-10.573,-9.041,0.81,real
57.6,right,-1.39,-3.521,0.82,real
57.7,left,-6.97,2.188,0.94,real
57.7,left,-11.739,-0.465,0.94,real
57.7,left,-15.58,-3.712,0.87,real
57.7,left,-18.079,-8.443,0.96,real
57.7,left,-2.677,3.407,0.97,real
57.7,right,-4.862,-4.41,0.95,real
57.7,right,-8.012,-6.486,0.9,real
57.7,right,-10.871,-9.104,0.88,real
57.7,right,-1.181,-3.422,0.94,real
57.8,left,-6.766,2.295,0.83,real
57.8,left,-11.296,-0.182,0.92,real
57.8,left,-15.173,-3.777,0.84,real
57.8,left,-18.094,-8.34,0.77,real
57.8,left,-2.043,3.343,0.86,real
57.8,right,-4.241,-4.409,0.9,real
57.8,right,-7.487,-6.314,0.79,real
57.8,right,-10.508,-8.945,0.87,real
57.8,right,-0.615,-3.321,0.99,real
57.9,left,-6.484,2.236,0.9,real
57.9,left,-11.163,0.05,0.78,real
57.9,left,-15.148,-3.549,0.94,real
57.9,left,-18.076,-7.917,0.84,real
57.9,left,-1.657,3.34,0.85,real
57.9,right,-4.481,-4.158,0.96,real
57.9,right,-7.518,-5.784,0.96,real
57.9,right,-10.399,-8.762,0.88,real
57.9,right,-0.683,-3.745,0.92,real
58.0,left,-6.299,2.362,0.79,real
58.0,left,-10.686,0.271,0.81,real
58.0,left,-14.787,-3.267,0.78,real
58.0,left,-18.082,-7.443,0.96,real
58.0,left,-1.308,3.457,0.84,real
58.0,right,-4.366,-4.478,0.95,real
58.0,right,-7.496,-5.753,0.95,real
58.0,right,-10.308,-8.428,0.97,real
58.0,right,-0.38,-3.122,0.95,real
58.1,left,-6.068,2.639,0.82,real
58.1,left,-10.465,0.553,0.99,real
58.1,left,-14.391,-2.999,0.88,real
58.1,left,-17.659,-7.486,0.87,real
58.1,left,-1.253,3.749,0.82,real
58.1,right,-3.468,-4.084,0.9,real
58.1,right,-6.964,-5.616,0.95,real
58.1,right,-10.08,-8.449,0.94,real
58.1,right,-0.129,-3.678,0.87,real
58.2,left,-5.964,2.554,0.98,real
58.2,left,-10.314,0.251,0.93,real
58.2,left,-14.295,-3.097,0.91,real
58.2,left,-17.933,-6.869,0.98,real
58.2,left,-0.775,3.314,0.86,real
58.2,right,-3.491,-4.055,0.92,real
58.2,right,-7.138,-5.706,0.81,real
58.2,right,-9.927,-8.232,0.76,real
58.2,right,-12.284,-11.785,0.91,real
58.3,left,-5.626,2.706,0.93,real
58.3,left,-9.839,0.652,0.9,real
58.3,left,-14.407,-2.648,0.79,real
58.3,left,-17.867,-6.687,0.82,real
58.3,left,-0.321,3.472,0.82,real
58.3,right,-3.307,-4.109,0.81,real
58.3,right,-6.894,-5.207,0.83,real
58.3,right,-9.939,-8.113,0.93,real
58.3,right,-12.745,-11.698,0.88,real
58.4,left,-5.101,2.916,0.95,real
58.4,left,-9.864,0.779,0.86,real
58.4,left,-13.663,-2.39,0.86,real
58.4,left,-17.183,-6.413,0.99,real
58.4,left,-20.321,-11.976,0.88,real
58.4,left,-0.142,3.575,0.85,real
58.4,right,-3.041,-4.162,0.9,real
58.4,right,-6.761,-5.412,0.9,real
58.4,right,-9.937,-8.126,0.89,real
58.4,right,-12.209,-11.33,0.87,real
58.5,left,-4.432,2.861,0.78,real
58.5,left,-9.25,1.145,0.9,real
58.5,left,-13.504,-1.605,0.81,real
58.5,left,-17.021,-6.417,0.91,real
58.5,left,-19.934,-11.617,0.99,real
58.5,right,-3.282,-3.757,0.75,real
58.5,right,-6.475,-5.541,0.78,real
58.5,right,-9.804,-7.938,0.79,real
58.5,right,-12.3,-11.096,0.81,real
58.6,left,-4.466,2.97,0.86,real
58.6,left,-9.091,1.287,0.96,real
58.6,left,-13.568,-1.863,0.88,real
58.6,left,-17.178,-6.477,0.83,real
58.6,left,-19.93,-10.843,0.97,real
58.6,right,-3.158,-4.02,0.92,real
58.6,right,-6.371,-5.075,0.9,real
58.6,right,-9.495,-7.579,0.9,real
58.6,right,-12.299,-11.194,0.84,real
58.7,left,-4.028,3.06,0.81,real
58.7,left,-8.745,1.24,0.82,real
58.7,left,-12.743,-1.449,0.73,real
58.7,left,-16.458,-5.763,0.83,real
58.7,left,-19.945,-10.788,0.85,real
58.7,right,-2.86,-3.926,0.68,real
58.7,right,-6.203,-4.963,0.89,real
58.7,right,-9.713,-7.759,0.82,real
58.7,right,-11.917,-10.829,0.9,real
58.8,left,-4.079,3.059,0.9,real
58.8,left,-8.357,1.29,0.99,real
58.8,left,-12.9,-0.815,0.87,real
58.8,left,-16.582,-5.385,0.86,real
58.8,left,-19.995,-10.747,0.84,real
58.8,right,-2.308,-3.782,0.91,real
58.8,right,-5.818,-4.834,0.83,real
58.8,right,-9.387,-7.29,0.79,real
58.8,right,-11.778,-10.845,0.81,real
58.9,left,-3.32,3.415,0.88,real
58.9,left,-7.987,1.604,0.74,real
58.9,left,-12.803,-1.291,0.95,real
58.9,left,-16.711,-4.92,0.83,real
58.9,left,-19.579,-10.12,0.83,real
58.9,right,-2.177,-3.756,0.74,real
58.9,right,-5.517,-4.794,0.99,real
58.9,right,-8.717,-7.273,0.86,real
58.9,right,-12.09,-10.192,0.9,real
59.0,left,-3.503,3.444,0.92,real
59.0,left,-8.023,1.776,0.87,real
59.0,left,-12.345,-0.871,0.87,real
59.0,left,-16.153,-4.723,0.75,real
59.0,left,-19.759,-9.77,0.85,real
59.0,right,-2.082,-3.895,0.93,real
59.0,right,-5.618,-4.71,0.84,real
59.0,right,-8.714,-6.724,0.79,real
59.0,right,-11.511,-10.013,0.87,real
59.1,left,-3.207,3.248,0.88,real
59.1,left,-7.684,1.994,0.94,real
59.1,left,-11.859,-0.331,0.95,real
59.1,left,-15.96,-4.568,0.89,real
59.1,left,-19.573,-9.221,0.78,real
59.1,right,-1.999,-3.54,0.87,real
59.1,right,-5.395,-4.676,0.79,real
59.1,right,-8.697,-6.77,0.96,real
59.1,right,-11.839,-10.021,0.76,real
59.2,left,-2.434,3.149,0.75,real
59.2,left,-7.409,2.34,0.86,real
59.2,left,-12.02,-0.649,0.86,real
59.2,left,-16.078,-4.084,0.85,real
59.2,left,-19.42,-8.932,0.82,real
59.2,right,-1.71,-3.492,0.99,real
59.2,right,-5.042,-4.709,0.84,real
59.2,right,-8.62,-6.761,0.84,real
59.2,right,-11.441,-9.569,0.79,real
59.3,left,-2.329,3.37,0.95,real
59.3,left,-7.055,2.113,0.91,real
59.3,left,-11.701,-0.606,0.94,real
59.3,left,-15.412,-4.51,0.91,real
59.3,left,-19.202,-8.919,0.86,real
59.3,right,-1.364,-3.535,0.86,real
59.3,right,-5.061,-4.51,0.84,real
59.3,right,-8.53,-6.545,0.85,real
59.3,right,-11.359,-9.598,0.85,real
59.4,left,-1.973,3.377,0.94,real
59.4,left,-6.988,2.228,0.83,real
59.4,left,-11.408,-0.332,0.97,real
59.4,left,-15.421,-3.853,0.77,real
59.4,left,-19.333,-8.442,0.8,real
59.4,right,-1.091,-3.751,0.99,real
59.4,right,-5.078,-4.435,0.75,real
59.4,right,-8.676,-6.297,0.97,real
59.4,right,-11.399,-9.564,0.87,real
59.5,left,-2.019,3.373,0.86,real
59.5,left,-6.352,2.243,0.87,real
59.5,left,-11.021,-0.018,0.99,real
59.5,left,-15.623,-3.305,0.99,real
59.5,left,-19.123,-8.622,0.82,real
59.5,right,-1.133,-3.723,0.85,real
59.5,right,-4.857,-4.983,0.97,real
59.5,right,-8.011,-6.445,0.9,real
59.5,right,-11.228,-9.4,0.76,real
59.6,left,-1.439,3.541,0.95,real
59.6,left,-5.702,2.607,0.85,real
59.6,left,-10.914,0.547,0.93,real
59.6,left,-14.961,-3.268,0.79,real
59.6,left,-18.719,-8.039,0.96,real
59.6,right,-1.156,-3.634,0.87,real
59.6,right,-4.552,-4.409,0.81,real
59.6,right,-7.989,-6.273,0.78,real
59.6,right,-11.293,-9.215,0.82,real
59.7,left,-1.312,3.647,0.88,real
59.7,left,-5.659,2.966,0.87,real
59.7,left,-10.869,0.211,0.79,real
59.7,left,-14.617,-3.249,0.82,real
59.7,left,-18.785,-7.534,0.91,real
59.7,right,-0.814,-3.624,0.87,real
59.7,right,-4.029,-4.173,0.77,real
59.7,right,-7.859,-5.98,0.85,real
59.7,right,-10.799,-9.09,0.94,real
59.8,left,-0.482,3.424,0.84,real
59.8,left,-5.499,2.806,0.93,real
59.8,left,-10.319,0.54,0.7,real
59.8,left,-15.0,-2.858,0.79,real
59.8,left,-18.457,-7.05,0.93,real
59.8,right,-0.604,-3.5,0.86,real
59.8,right,-3.945,-4.309,0.86,real
59.8,right,-7.422,-6.129,0.96,real
59.8,right,-11.241,-8.746,0.88,real
59.9,left,-0.618,3.323,0.92,real
59.9,left,-5.487,2.803,0.92,real
59.9,left,-10.294,0.725,0.87,real
59.9,left,-14.445,-2.294,0.99,real
59.9,left,-18.719,-6.88,0.85,real
59.9,right,-0.261,-3.736,0.92,real
59.9,right,-3.991,-4.092,0.82,real
59.9,right,-7.449,-5.666,0.93,real
59.9,right,-10.827,-8.543,0.78,real
60.0,left,0.167,3.723,0.92,real
60.0,left,-4.894,2.619,0.92,real
60.0,left,-9.759,0.838,0.87,real
60.0,left,-14.227,-2.369,0.79,real
60.0,left,-18.14,-6.559,0.81,real
60.0,right,-3.973,-4.017,0.85,real
60.0,right,-7.153,-5.676,0.92,real
60.0,right,-10.871,-8.28,0.87,real
60.1,left,-4.424,3.008,0.83,real
60.1,left,-9.254,0.971,0.76,real
60.1,left,-14.111,-2.328,0.82,real
60.1,left,-18.009,-6.432,0.94,real
60.1,left,-22.114,-11.528,0.92,real
60.1,right,-3.641,-4.285,0.87,real
60.1,right,-7.151,-5.471,0.84,real
60.1,right,-10.715,-7.756,0.97,real
60.1,right,-13.856,-12.015,0.87,real
60.2,left,-4.251,2.926,0.77,real
60.2,left,-8.909,1.481,0.88,real
60.2,left,-13.99,-2.139,0.84,real
60.2,left,-18.222,-5.769,0.88,real
60.2,left,-21.755,-11.095,0.88,real
60.2,right,-3.337,-3.767,0.8,real
60.2,right,-7.062,-5.294,0.83,real
60.2,right,-10.15,-7.847,0.76,real
60.2,right,-13.698,-11.399,0.87,real
60.3,left,-3.855,2.803,0.9,real
60.3,left,-9.097,1.01,0.93,real
60.3,left,-13.83,-1.715,0.84,real
60.3,left,-17.936,-5.968,0.81,real
60.3,left,-21.668,-11.161,0.98,real
60.3,right,-3.058,-3.808,0.88,real
60.3,right,-7.288,-5.225,0.78,real
60.3,right,-10.554,-7.598,0.9,real
60.3,right,-13.51,-11.56,0.85,real
60.4,left,-3.626,3.166,0.84,real
60.4,left,-8.699,1.653,0.74,real
60.4,left,-13.445,-1.685,0.85,real
60.4,left,-17.267,-5.661,0.99,real
60.4,left,-21.179,-10.89,0.96,real
