timestamp,x,y,yaw_rad,speed_mps,steering_rad,yaw_rate_rps
89.4,-39.921,1.57,-1.6711,6.85,-0.023,-0.012
89.5,-39.945,1.308,-1.6545,6.875,-0.019,-0.01
89.6,-39.965,1.047,-1.6378,6.9,-0.015,-0.008
89.7,-39.98,0.785,-1.621,6.925,-0.011,-0.006
89.8,-39.991,0.524,-1.6043,6.95,-0.008,-0.004
89.9,-39.998,0.262,-1.5876,6.975,-0.004,-0.002
90.0,-40.0,0.0,-1.5708,7.0,-0.0,-0.0
90.1,-39.998,-0.262,-1.554,7.025,0.004,0.002
90.2,-39.991,-0.524,-1.5373,7.05,0.008,0.004
90.3,-39.98,-0.785,-1.5206,7.075,0.011,0.006
90.4,-39.965,-1.047,-1.5038,7.1,0.015,0.008
90.5,-39.945,-1.308,-1.4871,7.125,0.019,0.01
90.6,-39.921,-1.57,-1.4705,7.15,0.023,0.012
90.7,-39.893,-1.831,-1.4538,7.175,0.026,0.014
90.8,-39.86,-2.092,-1.4372,7.2,0.03,0.017
90.9,-39.822,-2.353,-1.4207,7.225,0.034,0.019
91.0,-39.781,-2.613,-1.4042,7.249,0.037,0.021
91.1,-39.735,-2.873,-1.3877,7.274,0.041,0.023
91.2,-39.685,-3.133,-1.3714,7.298,0.045,0.025
91.3,-39.63,-3.393,-1.355,7.323,0.048,0.027
91.4,-39.571,-3.652,-1.3388,7.347,0.052,0.029
91.5,-39.508,-3.911,-1.3226,7.371,0.056,0.031
91.6,-39.44,-4.169,-1.3065,7.395,0.059,0.033
91.7,-39.368,-4.427,-1.2905,7.418,0.063,0.035
91.8,-39.291,-4.685,-1.2746,7.442,0.066,0.036
91.9,-39.211,-4.941,-1.2587,7.465,0.07,0.038
92.0,-39.126,-5.198,-1.243,7.488,0.073,0.04
92.1,-39.037,-5.454,-1.2273,7.511,0.077,0.042
92.2,-38.943,-5.709,-1.2118,7.534,0.08,0.044
92.3,-38.845,-5.963,-1.1963,7.556,0.083,0.046
92.4,-38.743,-6.217,-1.181,7.578,0.087,0.048
92.5,-38.637,-6.47,-1.1658,7.6,0.09,0.049
92.6,-38.527,-6.723,-1.1507,7.622,0.093,0.051
92.7,-38.412,-6.975,-1.1357,7.643,0.096,0.053
92.8,-38.293,-7.226,-1.1208,7.664,0.1,0.055
92.9,-38.17,-7.476,-1.106,7.685,0.103,0.057
93.0,-38.042,-7.725,-1.0914,7.705,0.106,0.058
93.1,-37.911,-7.974,-1.0769,7.726,0.109,0.06
93.2,-37.775,-8.222,-1.0625,7.745,0.112,0.061
93.3,-37.635,-8.468,-1.0482,7.765,0.115,0.063
93.4,-37.491,-8.714,-1.034,7.784,0.118,0.065
93.5,-37.343,-8.959,-1.02,7.803,0.12,0.066
93.6,-37.191,-9.203,-1.0061,7.821,0.123,0.068
93.7,-37.035,-9.446,-0.9924,7.84,0.126,0.069
93.8,-36.875,-9.688,-0.9787,7.857,0.129,0.071
93.9,-36.71,-9.929,-0.9652,7.875,0.131,0.072
94.0,-36.542,-10.168,-0.9518,7.892,0.134,0.074
94.1,-36.369,-10.407,-0.9386,7.908,0.136,0.075
94.2,-36.193,-10.644,-0.9254,7.925,0.139,0.076
94.3,-36.013,-10.881,-0.9124,7.94,0.141,0.078
94.4,-35.828,-11.116,-0.8996,7.956,0.143,0.079
94.5,-35.64,-11.35,-0.8868,7.971,0.146,0.08
94.6,-35.448,-11.582,-0.8742,7.985,0.148,0.081
94.7,-35.252,-11.814,-0.8617,8.0,0.15,0.082
94.8,-35.052,-12.044,-0.8494,8.013,0.152,0.084
94.9,-34.849,-12.273,-0.8371,8.026,0.154,0.085
95.0,-34.641,-12.5,-0.825,8.039,0.156,0.086
95.1,-34.43,-12.726,-0.813,8.052,0.158,0.087
95.2,-34.215,-12.951,-0.8011,8.063,0.16,0.088
95.3,-33.996,-13.174,-0.7894,8.075,0.161,0.089
95.4,-33.773,-13.396,-0.7778,8.086,0.163,0.09
95.5,-33.547,-13.616,-0.7662,8.096,0.164,0.09
95.6,-33.317,-13.835,-0.7549,8.106,0.166,0.091
95.7,-33.083,-14.052,-0.7436,8.116,0.167,0.092
95.8,-32.846,-14.268,-0.7324,8.125,0.169,0.093
95.9,-32.605,-14.482,-0.7214,8.133,0.17,0.093
96.0,-32.361,-14.695,-0.7104,8.141,0.171,0.094
96.1,-32.113,-14.906,-0.6996,8.149,0.172,0.095
96.2,-31.861,-15.115,-0.6889,8.156,0.173,0.095
96.3,-31.606,-15.323,-0.6782,8.162,0.174,0.096
96.4,-31.348,-15.529,-0.6677,8.168,0.175,0.096
96.5,-31.086,-15.733,-0.6573,8.174,0.176,0.097
96.6,-30.821,-15.936,-0.647,8.179,0.177,0.097
96.7,-30.552,-16.136,-0.6368,8.183,0.177,0.098
96.8,-30.28,-16.336,-0.6267,8.187,0.178,0.098
96.9,-30.004,-16.533,-0.6167,8.191,0.179,0.098
97.0,-29.726,-16.728,-0.6068,8.193,0.179,0.098
97.1,-29.444,-16.922,-0.597,8.196,0.179,0.099
97.2,-29.159,-17.114,-0.5872,8.198,0.18,0.099
97.3,-28.87,-17.304,-0.5776,8.199,0.18,0.099
97.4,-28.579,-17.492,-0.5681,8.2,0.18,0.099
97.5,-28.284,-17.678,-0.5586,8.2,0.18,0.099
97.6,-27.987,-17.862,-0.5492,8.2,0.18,0.099
97.7,-27.686,-18.044,-0.5399,8.199,0.18,0.099
97.8,-27.382,-18.224,-0.5307,8.198,0.18,0.099
97.9,-27.075,-18.402,-0.5216,8.196,0.179,0.099
98.0,-26.765,-18.579,-0.5126,8.193,0.179,0.098
98.1,-26.452,-18.753,-0.5036,8.191,0.179,0.098
98.2,-26.137,-18.925,-0.4947,8.187,0.178,0.098
98.3,-25.818,-19.095,-0.4859,8.183,0.177,0.098
98.4,-25.497,-19.263,-0.4772,8.179,0.177,0.097
98.5,-25.173,-19.429,-0.4685,8.174,0.176,0.097
98.6,-24.846,-19.592,-0.4599,8.168,0.175,0.096
98.7,-24.516,-19.754,-0.4514,8.162,0.174,0.096
98.8,-24.184,-19.913,-0.443,8.156,0.173,0.095
98.9,-23.849,-20.07,-0.4346,8.149,0.172,0.095
99.0,-23.511,-20.225,-0.4262,8.141,0.171,0.094
99.1,-23.171,-20.378,-0.418,8.133,0.17,0.093
99.2,-22.829,-20.529,-0.4098,8.125,0.169,0.093
99.3,-22.483,-20.677,-0.4017,8.116,0.167,0.092
99.4,-22.136,-20.823,-0.3936,8.106,0.166,0.091
99.5,-21.786,-20.967,-0.3856,8.096,0.164,0.09
99.6,-21.433,-21.108,-0.3776,8.086,0.163,0.09
99.7,-21.078,-21.247,-0.3697,8.075,0.161,0.089
99.8,-20.721,-21.384,-0.3618,8.063,0.16,0.088
99.9,-20.362,-21.519,-0.354,8.052,0.158,0.087
100.0,-20.0,-21.651,-0.3463,8.039,0.156,0.086
100.1,-19.636,-21.78,-0.3386,8.026,0.154,0.085
100.2,-19.27,-21.908,-0.331,8.013,0.152,0.084
100.3,-18.902,-22.033,-0.3234,8.0,0.15,0.082
100.4,-18.532,-22.155,-0.3158,7.985,0.148,0.081
100.5,-18.16,-22.275,-0.3083,7.971,0.146,0.08
100.6,-17.785,-22.393,-0.3008,7.956,0.143,0.079
100.7,-17.409,-22.508,-0.2934,7.94,0.141,0.078
100.8,-17.031,-22.621,-0.286,7.925,0.139,0.076
100.9,-16.651,-22.731,-0.2787,7.908,0.136,0.075
101.0,-16.269,-22.839,-0.2714,7.892,0.134,0.074
101.1,-15.886,-22.944,-0.2641,7.875,0.131,0.072
101.2,-15.501,-23.047,-0.2569,7.857,0.129,0.071
101.3,-15.114,-23.147,-0.2497,7.84,0.126,0.069
101.4,-14.725,-23.244,-0.2426,7.821,0.123,0.068
101.5,-14.335,-23.34,-0.2355,7.803,0.12,0.066
101.6,-13.943,-23.432,-0.2284,7.784,0.118,0.065
101.7,-13.55,-23.522,-0.2213,7.765,0.115,0.063
101.8,-13.155,-23.609,-0.2143,7.745,0.112,0.061
101.9,-12.758,-23.694,-0.2073,7.726,0.109,0.06
102.0,-12.361,-23.776,-0.2004,7.705,0.106,0.058
102.1,-11.962,-23.856,-0.1934,7.685,0.103,0.057
102.2,-11.561,-23.933,-0.1865,7.664,0.1,0.055
102.3,-11.16,-24.007,-0.1796,7.643,0.096,0.053
102.4,-10.757,-24.079,-0.1728,7.622,0.093,0.051
102.5,-10.353,-24.148,-0.1659,7.6,0.09,0.049
102.6,-9.948,-24.215,-0.1591,7.578,0.087,0.048
102.7,-9.541,-24.278,-0.1523,7.556,0.083,0.046
102.8,-9.134,-24.339,-0.1456,7.534,0.08,0.044
102.9,-8.726,-24.398,-0.1388,7.511,0.077,0.042
103.0,-8.316,-24.454,-0.1321,7.488,0.073,0.04
103.1,-7.906,-24.507,-0.1254,7.465,0.07,0.038
103.2,-7.495,-24.557,-0.1187,7.442,0.066,0.036
103.3,-7.083,-24.605,-0.112,7.418,0.063,0.035
103.4,-6.671,-24.65,-0.1053,7.395,0.059,0.033
103.5,-6.257,-24.692,-0.0987,7.371,0.056,0.031
103.6,-5.843,-24.732,-0.092,7.347,0.052,0.029
103.7,-5.429,-24.769,-0.0854,7.323,0.048,0.027
103.8,-5.013,-24.803,-0.0788,7.298,0.045,0.025
103.9,-4.597,-24.834,-0.0722,7.274,0.041,0.023
104.0,-4.181,-24.863,-0.0656,7.249,0.037,0.021
104.1,-3.764,-24.889,-0.059,7.225,0.034,0.019
104.2,-3.347,-24.912,-0.0524,7.2,0.03,0.017
104.3,-2.93,-24.933,-0.0459,7.175,0.026,0.014
104.4,-2.512,-24.951,-0.0393,7.15,0.023,0.012
104.5,-2.093,-24.966,-0.0327,7.125,0.019,0.01
104.6,-1.675,-24.978,-0.0262,7.1,0.015,0.008
104.7,-1.256,-24.988,-0.0196,7.075,0.011,0.006
104.8,-0.838,-24.995,-0.0131,7.05,0.008,0.004
104.9,-0.419,-24.999,-0.0065,7.025,0.004,0.002
105.0,-0.0,-25.0,-0.0,7.0,0.0,0.0
105.1,0.419,-24.999,0.0065,6.975,-0.004,-0.002
105.2,0.838,-24.995,0.0131,6.95,-0.008,-0.004
105.3,1.256,-24.988,0.0196,6.925,-0.011,-0.006
105.4,1.675,-24.978,0.0262,6.9,-0.015,-0.008
105.5,2.093,-24.966,0.0327,6.875,-0.019,-0.01
105.6,2.512,-24.951,0.0393,6.85,-0.023,-0.012
105.7,2.93,-24.933,0.0459,6.825,-0.026,-0.014
105.8,3.347,-24.912,0.0524,6.8,-0.03,-0.017
105.9,3.764,-24.889,0.059,6.775,-0.034,-0.019
106.0,4.181,-24.863,0.0656,6.751,-0.037,-0.021
106.1,4.597,-24.834,0.0722,6.726,-0.041,-0.023
106.2,5.013,-24.803,0.0788,6.702,-0.045,-0.025
106.3,5.429,-24.769,0.0854,6.677,-0.048,-0.027
106.4,5.843,-24.732,0.092,6.653,-0.052,-0.029
106.5,6.257,-24.692,0.0987,6.629,-0.056,-0.031
106.6,6.671,-24.65,0.1053,6.605,-0.059,-0.033
106.7,7.083,-24.605,0.112,6.582,-0.063,-0.035
106.8,7.495,-24.557,0.1187,6.558,-0.066,-0.036
106.9,7.906,-24.507,0.1254,6.535,-0.07,-0.038
107.0,8.316,-24.454,0.1321,6.512,-0.073,-0.04
107.1,8.726,-24.398,0.1388,6.489,-0.077,-0.042
107.2,9.134,-24.339,0.1456,6.466,-0.08,-0.044
107.3,9.541,-24.278,0.1523,6.444,-0.083,-0.046
107.4,9.948,-24.215,0.1591,6.422,-0.087,-0.048
107.5,10.353,-24.148,0.1659,6.4,-0.09,-0.049
107.6,10.757,-24.079,0.1728,6.378,-0.093,-0.051
107.7,11.16,-24.007,0.1796,6.357,-0.096,-0.053
107.8,11.561,-23.933,0.1865,6.336,-0.1,-0.055
107.9,11.962,-23.856,0.1934,6.315,-0.103,-0.057
108.0,12.361,-23.776,0.2004,6.295,-0.106,-0.058
108.1,12.758,-23.694,0.2073,6.274,-0.109,-0.06
108.2,13.155,-23.609,0.2143,6.255,-0.112,-0.061
108.3,13.55,-23.522,0.2213,6.235,-0.115,-0.063
108.4,13.943,-23.432,0.2284,6.216,-0.118,-0.065
108.5,14.335,-23.34,0.2355,6.197,-0.12,-0.066
108.6,14.725,-23.244,0.2426,6.179,-0.123,-0.068
108.7,15.114,-23.147,0.2497,6.16,-0.126,-0.069
108.8,15.501,-23.047,0.2569,6.143,-0.129,-0.071
108.9,15.886,-22.944,0.2641,6.125,-0.131,-0.072
109.0,16.269,-22.839,0.2714,6.108,-0.134,-0.074
109.1,16.651,-22.731,0.2787,6.092,-0.136,-0.075
109.2,17.031,-22.621,0.286,6.075,-0.139,-0.076
109.3,17.409,-22.508,0.2934,6.06,-0.141,-0.078
109.4,17.785,-22.393,0.3008,6.044,-0.143,-0.079
109.5,18.16,-22.275,0.3083,6.029,-0.146,-0.08
109.6,18.532,-22.155,0.3158,6.015,-0.148,-0.081
109.7,18.902,-22.033,0.3234,6.0,-0.15,-0.082
109.8,19.27,-21.908,0.331,5.987,-0.152,-0.084
109.9,19.636,-21.78,0.3386,5.974,-0.154,-0.085
110.0,20.0,-21.651,0.3463,5.961,-0.156,-0.086
110.1,20.362,-21.519,0.354,5.948,-0.158,-0.087
110.2,20.721,-21.384,0.3618,5.937,-0.16,-0.088
110.3,21.078,-21.247,0.3697,5.925,-0.161,-0.089
110.4,21.433,-21.108,0.3776,5.914,-0.163,-0.09
110.5,21.786,-20.967,0.3856,5.904,-0.164,-0.09
110.6,22.136,-20.823,0.3936,5.894,-0.166,-0.091
110.7,22.483,-20.677,0.4017,5.884,-0.167,-0.092
110.8,22.829,-20.529,0.4098,5.875,-0.169,-0.093
110.9,23.171,-20.378,0.418,5.867,-0.17,-0.093
111.0,23.511,-20.225,0.4262,5.859,-0.171,-0.094
111.1,23.849,-20.07,0.4346,5.851,-0.172,-0.095
111.2,24.184,-19.913,0.443,5.844,-0.173,-0.095
111.3,24.516,-19.754,0.4514,5.838,-0.174,-0.096
111.4,24.846,-19.592,0.4599,5.832,-0.175,-0.096
111.5,25.173,-19.429,0.4685,5.826,-0.176,-0.097
111.6,25.497,-19.263,0.4772,5.821,-0.177,-0.097
111.7,25.818,-19.095,0.4859,5.817,-0.177,-0.098
111.8,26.137,-18.925,0.4947,5.813,-0.178,-0.098
111.9,26.452,-18.753,0.5036,5.809,-0.179,-0.098
112.0,26.765,-18.579,0.5126,5.807,-0.179,-0.098
112.1,27.075,-18.402,0.5216,5.804,-0.179,-0.099
112.2,27.382,-18.224,0.5307,5.802,-0.18,-0.099
112.3,27.686,-18.044,0.5399,5.801,-0.18,-0.099
112.4,27.987,-17.862,0.5492,5.8,-0.18,-0.099
112.5,28.284,-17.678,0.5586,5.8,-0.18,-0.099
112.6,28.579,-17.492,0.5681,5.8,-0.18,-0.099
112.7,28.87,-17.304,0.5776,5.801,-0.18,-0.099
112.8,29.159,-17.114,0.5872,5.802,-0.18,-0.099
112.9,29.444,-16.922,0.597,5.804,-0.179,-0.099
113.0,29.726,-16.728,0.6068,5.807,-0.179,-0.098
113.1,30.004,-16.533,0.6167,5.809,-0.179,-0.098
113.2,30.28,-16.336,0.6267,5.813,-0.178,-0.098
113.3,30.552,-16.136,0.6368,5.817,-0.177,-0.098
113.4,30.821,-15.936,0.647,5.821,-0.177,-0.097
113.5,31.086,-15.733,0.6573,5.826,-0.176,-0.097
113.6,31.348,-15.529,0.6677,5.832,-0.175,-0.096
113.7,31.606,-15.323,0.6782,5.838,-0.174,-0.096
113.8,31.861,-15.115,0.6889,5.844,-0.173,-0.095
113.9,32.113,-14.906,0.6996,5.851,-0.172,-0.095
114.0,32.361,-14.695,0.7104,5.859,-0.171,-0.094
114.1,32.605,-14.482,0.7214,5.867,-0.17,-0.093
114.2,32.846,-14.268,0.7324,5.875,-0.169,-0.093
114.3,33.083,-14.052,0.7436,5.884,-0.167,-0.092
114.4,33.317,-13.835,0.7549,5.894,-0.166,-0.091
114.5,33.547,-13.616,0.7662,5.904,-0.164,-0.09
114.6,33.773,-13.396,0.7778,5.914,-0.163,-0.09
114.7,33.996,-13.174,0.7894,5.925,-0.161,-0.089
114.8,34.215,-12.951,0.8011,5.937,-0.16,-0.088
114.9,34.43,-12.726,0.813,5.948,-0.158,-0.087
115.0,34.641,-12.5,0.825,5.961,-0.156,-0.086
115.1,34.849,-12.273,0.8371,5.974,-0.154,-0.085
115.2,35.052,-12.044,0.8494,5.987,-0.152,-0.084
115.3,35.252,-11.814,0.8617,6.0,-0.15,-0.082
115.4,35.448,-11.582,0.8742,6.015,-0.148,-0.081
115.5,35.64,-11.35,0.8868,6.029,-0.146,-0.08
115.6,35.828,-11.116,0.8996,6.044,-0.143,-0.079
115.7,36.013,-10.881,0.9124,6.06,-0.141,-0.078
115.8,36.193,-10.644,0.9254,6.075,-0.139,-0.076
115.9,36.369,-10.407,0.9386,6.092,-0.136,-0.075
116.0,36.542,-10.168,0.9518,6.108,-0.134,-0.074
116.1,36.71,-9.929,0.9652,6.125,-0.131,-0.072
116.2,36.875,-9.688,0.9787,6.143,-0.129,-0.071
116.3,37.035,-9.446,0.9924,6.16,-0.126,-0.069
116.4,37.191,-9.203,1.0061,6.179,-0.123,-0.068
116.5,37.343,-8.959,1.02,6.197,-0.12,-0.066
116.6,37.491,-8.714,1.034,6.216,-0.118,-0.065
116.7,37.635,-8.468,1.0482,6.235,-0.115,-0.063
116.8,37.775,-8.222,1.0625,6.255,-0.112,-0.061
116.9,37.911,-7.974,1.0769,6.274,-0.109,-0.06
117.0,38.042,-7.725,1.0914,6.295,-0.106,-0.058
117.1,38.17,-7.476,1.106,6.315,-0.103,-0.057
117.2,38.293,-7.226,1.1208,6.336,-0.1,-0.055
117.3,38.412,-6.975,1.1357,6.357,-0.096,-0.053
117.4,38.527,-6.723,1.1507,6.378,-0.093,-0.051
117.5,38.637,-6.47,1.1658,6.4,-0.09,-0.049
117.6,38.743,-6.217,1.181,6.422,-0.087,-0.048
117.7,38.845,-5.963,1.1963,6.444,-0.083,-0.046
117.8,38.943,-5.709,1.2118,6.466,-0.08,-0.044
117.9,39.037,-5.454,1.2273,6.489,-0.077,-0.042
118.0,39.126,-5.198,1.243,6.512,-0.073,-0.04
118.1,39.211,-4.941,1.2587,6.535,-0.07,-0.038
118.2,39.291,-4.685,1.2746,6.558,-0.066,-0.036
118.3,39.368,-4.427,1.2905,6.582,-0.063,-0.035
118.4,39.44,-4.169,1.3065,6.605,-0.059,-0.033
118.5,39.508,-3.911,1.3226,6.629,-0.056,-0.031
118.6,39.571,-3.652,1.3388,6.653,-0.052,-0.029
118.7,39.63,-3.393,1.355,6.677,-0.048,-0.027
118.8,39.685,-3.133,1.3714,6.702,-0.045,-0.025
118.9,39.735,-2.873,1.3877,6.726,-0.041,-0.023
119.0,39.781,-2.613,1.4042,6.751,-0.037,-0.021
119.1,39.822,-2.353,1.4207,6.775,-0.034,-0.019
119.2,39.86,-2.092,1.4372,6.8,-0.03,-0.017
119.3,39.893,-1.831,1.4538,6.825,-0.026,-0.014
119.4,39.921,-1.57,1.4705,6.85,-0.023,-0.012
119.5,39.945,-1.308,1.4871,6.875,-0.019,-0.01
119.6,39.965,-1.047,1.5038,6.9,-0.015,-0.008
119.7,39.98,-0.785,1.5206,6.925,-0.011,-0.006
119.8,39.991,-0.524,1.5373,6.95,-0.008,-0.004
119.9,39.998,-0.262,1.554,6.975,-0.004,-0.002
